"","SRR19241977","SRR19241978","SRR19241979","SRR19241980","SRR19241981","SRR19241982","SRR19241983","SRR19241984"
"tRF-31-JMRPFQ5DWXH9B",0,0,0,0,0,0,0,1
"tRF-31-JMRPFQRDWXH9B",1,0,0,0,0,0,0,0
"tRF-31-JN5VF3R3ZV1RE",0,0,1,0,0,3,0,3
"tRF-31-JN5XR4NPNNBXB",0,0,2,1,0,0,0,0
"tRF-31-JP9P9NH5SYNXD",2,0,0,0,0,0,1,0
"tRF-31-JPN1Y6FPZD3KE",0,0,0,0,1,0,0,0
"tRF-31-JQJYSWRYVMMV0",16,16,11,13,8,13,20,32
"tRF-31-JQR7F8YKIR9NE",11,4,18,3,4,1,3,1
"tRF-31-JVDE86YZQD3KE",1,1,1,0,0,0,0,0
"tRF-31-JYOZ4E8BRY93E",1,0,0,0,0,0,0,0
"tRF-31-JYSWRYVMMV5BE",281,82,367,138,53,66,68,77
"tRF-31-JYSZ11KBDZ94D",1,0,0,0,0,0,0,0
"tRF-31-K3XN13QXQWUIB",1,0,0,0,0,0,0,0
"tRF-31-K47LI3VF4YO9E",0,0,1,0,0,0,0,0
"tRF-31-K5I34JRX6N38E",25,4,18,0,3,4,18,20
"tRF-31-K697BOJ8N981B",0,1,0,0,0,0,0,0
"tRF-31-K84J83ML5F92D",0,1,0,0,0,1,1,0
"tRF-31-K84J83ML5FX2D",0,1,0,0,4,1,2,5
"tRF-31-K8HJ83ML5F82D",4,1,0,0,0,2,0,2
"tRF-31-K8UMPLBIUBNXD",0,2,0,0,0,0,0,2
"tRF-31-KF9MVH7P59N3E",400,58,308,36,49,64,133,133
"tRF-31-KISBQONPJX0ZE",1,0,0,0,0,0,0,0
"tRF-31-KJZ8R3WE8Z3ZE",0,0,0,1,1,0,0,0
"tRF-31-KL7L73V6M7QZB",1,0,0,0,0,0,0,1
"tRF-31-KL9MVH7P59N3E",84,12,55,6,5,8,27,19
"tRF-31-KPQJ3KYU4RRW0",0,0,1,0,0,0,0,0
"tRF-31-KQI34JRX6N38E",4,1,13,2,1,2,1,3
"tRF-31-KUB4Z3V5393LD",0,0,0,0,1,1,0,0
"tRF-31-KY73436X6NMHD",0,0,1,0,0,1,0,0
"tRF-31-KY7343RX6NMHD",47,17,53,21,28,31,37,27
"tRF-31-KYQ343RX6NMHD",0,0,0,0,0,0,0,1
"tRF-31-L7S5QKF1R3WEE",2,0,1,0,0,0,0,0
"tRF-31-L85DMKYOYRLH0",2,0,4,2,2,4,0,1
"tRF-31-L85DMKYUYRLH0",67,11,56,12,16,44,19,24
"tRF-31-L8K87SIRMM12B",0,0,3,0,0,0,0,0
"tRF-31-LSM1M3WE8SSP0",0,0,1,0,0,1,0,1
"tRF-31-LSN3S3RQJVDEE",7,3,8,2,3,2,3,3
"tRF-31-LSXMSL73VL4YD",0,0,0,0,0,1,0,0
"tRF-31-LY7L73HQP0IRD",2,0,9,1,1,0,2,0
"tRF-31-M0IBB7Z92K01B",14,44,30,37,150,180,104,181
"tRF-31-M1M3WD8S746DD",0,0,4,0,0,1,2,0
"tRF-31-M1M3WE8SSP6DD",0,1,1,0,1,0,5,0
"tRF-31-M2OSRN2NKSEK0",4,0,6,0,1,0,4,0
"tRF-31-M2OSRNLNKSEK0",35,8,25,7,16,13,35,19
"tRF-31-MEF91SS2PMFIE",1,0,2,0,1,1,0,1
"tRF-31-MIF91SS2P46ID",70,14,86,6,4,13,4,9
"tRF-31-MIF91SS2P4F1D",1,1,0,0,0,0,0,0
"tRF-31-MIF91SS2P4FID",31,6,45,2,6,8,10,1
"tRF-31-MP9PMNH5IS36D",0,0,1,0,0,0,0,0
"tRF-31-MUWLV47PU9XWE",133,11,104,20,25,44,57,36
"tRF-31-MXSL735L8RPYE",11,3,21,6,0,1,2,2
"tRF-31-MXSL73VL8RPYE",1,0,0,1,0,0,0,0
"tRF-31-N3R7184KISQIE",8,3,7,1,1,3,5,3
"tRF-31-N3R718YKISQID",967,180,760,179,152,168,270,296
"tRF-31-N7S3S3RX8HYVD",2,0,0,2,0,0,2,0
"tRF-31-NBDWY2MJ8F81D",1,4,1,6,4,6,0,2
"tRF-31-NBRRX3W036500",1,0,0,0,0,0,0,0
"tRF-31-NDBP1IUUK7VZB",0,0,0,0,0,0,0,1
"tRF-31-NJR718YKISQID",3,1,4,0,1,2,2,1
"tRF-31-NK5Y93W086W80",0,0,1,0,0,0,1,1
"tRF-31-NLD7B2JK7PP9E",1,0,0,1,2,0,1,0
"tRF-31-NX2VF0S7RNLJD",0,0,0,0,0,0,0,1
"tRF-31-NYH2SBUL6JYBD",0,1,0,0,0,0,0,0
"tRF-31-NYRVU4727OFIE",2,0,0,2,0,2,0,5
"tRF-31-NZ1QBLS17ONRB",0,0,0,0,0,0,1,0
"tRF-31-O045DBNIB9I1D",0,0,0,0,0,1,1,0
"tRF-31-OB1690PQR39IE",1,0,0,0,0,0,1,0
"tRF-31-OB9ZFH690M0RB",4,4,5,3,3,3,1,3
"tRF-31-OMXF026ZEDKZB",3,1,3,3,2,7,2,3
"tRF-31-OYUE4BOPRN11E",0,1,0,0,1,0,0,0
"tRF-31-P2PSSELQBDYBB",0,1,0,1,2,0,1,1
"tRF-31-P4R8YP9LON4VD",7042,2371,6028,2238,3107,3418,4013,4054
"tRF-31-P7JL1Y2LNOZ70",0,0,0,0,1,0,0,0
"tRF-31-PE0IOB9ZFH69B",3,3,2,3,5,3,1,6
"tRF-31-PER8YP9LON4VD",69,8,40,10,13,18,28,11
"tRF-31-PIR8YP9LON4VD",211,34,114,29,50,52,83,69
"tRF-31-PLQVNRDF7UK80",0,0,0,1,0,0,0,0
"tRF-31-PLR8YP9LONNVD",0,0,0,0,0,0,1,0
"tRF-31-PNR8YO9LON4VD",30,5,15,4,8,6,11,18
"tRF-31-PPZEVKXZFYYDE",0,0,0,0,1,1,2,1
"tRF-31-PQ5SVP9N15WV0",2,0,0,0,1,2,1,0
"tRF-31-PS5P4PW3FJHPB",13,11,36,7,12,14,8,10
"tRF-31-PSQP4PW3FJI0B",33,11,40,9,28,23,18,29
"tRF-31-PSQP4PW3FJIKB",1,0,2,0,0,1,1,0
"tRF-31-PSSELQBDYBEZB",0,0,0,0,3,0,0,0
"tRF-31-PV94V4SMIFFND",24,4,38,2,1,3,3,4
"tRF-31-PW5SVP9N15WV0",625,108,358,84,143,177,331,219
"tRF-31-Q1Q89P9L8422E",3,1,1,0,1,1,1,0
"tRF-31-Q6S8V0J8O9YED",0,0,0,0,0,0,0,1
"tRF-31-Q99P9P9NH57SD",41,11,35,7,11,16,6,16
"tRF-31-QI45LSM1M3WEE",2,0,0,0,0,0,0,0
"tRF-31-QJ3KYU4RRWRBD",11,3,10,1,1,4,3,4
"tRF-31-QJ3KYUYRR6RBD",5,1,9,3,1,1,2,1
"tRF-31-QK11M3WE8SPOE",1,0,0,0,0,0,0,0
"tRF-31-QKF1R38E8RO80",7,2,6,2,2,1,0,4
"tRF-31-QKF1R3WE8RO80",177,17,123,13,31,34,48,41
"tRF-31-QNJN5VF3R3ZVB",0,0,0,1,0,0,0,0
"tRF-31-QNR8VP9LFQFYD",3,0,2,0,0,0,1,0
"tRF-31-QNR8ZP9LON4VD",1,0,1,1,0,0,0,0
"tRF-31-QO945NB2NZW70",3,0,5,1,10,1,3,5
"tRF-31-QP4PW3FJIKE7E",3,0,2,0,0,0,2,1
"tRF-31-QSZ34KRQ59W3E",0,0,0,0,1,0,0,0
"tRF-31-QWUID4ZWRNU3D",0,0,1,1,1,1,0,0
"tRF-31-QZR44ER81XDDE",1,3,1,3,5,4,2,5
"tRF-31-R008R959KUMKB",3,5,3,0,3,1,5,3
"tRF-31-R008R9D9KUMKB",2,0,0,0,0,1,1,0
"tRF-31-R29P4P9L5HJVE",0,1,1,1,0,0,0,0
"tRF-31-R29P4P9L5HLVE",1,0,1,0,1,0,1,1
"tRF-31-R2Z4R95MKM93D",2,0,4,0,0,1,3,1
"tRF-31-R3HJ8KRPFQZDE",0,0,1,0,0,0,0,0
"tRF-31-R3SJ83RPFV7IE",0,0,0,1,0,0,0,0
"tRF-31-R47673FEWS3VD",1,0,3,0,0,0,1,0
"tRF-31-R718YKISQI45D",1,0,0,0,0,0,0,1
"tRF-31-R7F8YKIR9NY5D",1,0,0,0,1,0,0,0
"tRF-31-R8WP9I1EWJQZD",2,1,1,0,0,0,1,0
"tRF-31-R8WP9N1EWJQ7D",25,5,23,7,5,3,11,5
"tRF-31-R9JP9P9NH5HYD",0,0,0,0,0,0,1,0
"tRF-31-R9JP9P9NH5SYD",17,5,23,4,10,8,13,10
"tRF-31-R9JP9PMNH5SYD",3,0,0,1,1,1,0,1
"tRF-31-RE987S1RJ7R30",1,0,1,0,0,0,0,0
"tRF-31-RE987S1RJ7RM0",1,1,1,0,0,0,0,1
"tRF-31-RK9P4P9L5HMVE",37,11,42,18,10,11,8,6
"tRF-31-RKJP4P9L5FZUD",0,0,0,1,0,0,0,0
"tRF-31-RM7KYUPRENRHD",0,0,1,0,1,0,0,0
"tRF-31-RMJKYOSR99RHD",2,0,1,1,0,0,0,0
"tRF-31-RR1380877S6VD",0,0,0,0,0,0,0,2
"tRF-31-RRM3WEK6PM85D",0,0,0,0,0,0,1,0
"tRF-31-RS9NS334L2H1B",6,90,0,79,87,88,57,95
"tRF-31-RSN3WE884U1DD",1,0,0,0,0,0,0,0
"tRF-31-RVU4727OFIZ9E",0,0,1,1,0,1,4,1
"tRF-31-RWD8YJE76INBE",1,0,0,0,0,0,0,0
"tRF-31-RX6N38Z906R8D",0,0,0,0,2,0,0,0
"tRF-31-RZYQHQ9M739PE",127,37,169,77,16,24,17,24
"tRF-31-S2I7L7P5QK11D",1,0,0,0,0,0,0,0
"tRF-31-S2P46INOW6RM0",0,0,1,0,0,0,0,0
"tRF-31-SB325UB1ZZK00",0,3,0,0,1,2,1,2
"tRF-31-SBWOFFR3VJ4ZE",2,2,3,3,1,0,0,4
"tRF-31-SINHZ4PVFO3S0",0,1,0,0,0,0,0,0
"tRF-31-SP1N2N37WX01B",0,1,0,0,0,0,0,0
"tRF-31-SR9NLM3KZSP1B",0,1,0,0,0,0,0,1
"tRF-31-SU9ELBKM4Y41B",1,0,0,0,0,1,0,0
"tRF-31-SVRNLMKWEKK1B",0,0,1,0,0,0,0,0
"tRF-31-SX73V2Y8L9810",0,0,0,0,1,0,1,0
"tRF-31-SXQ3V2Y7RZ81D",0,0,0,0,1,0,0,0
"tRF-31-SYNX2VF0S7RND",0,1,0,0,0,0,0,0
"tRF-31-U2O1B54ZUPX1B",0,0,1,1,1,2,5,3
"tRF-31-U37Y93Y086Z3D",0,0,1,0,0,0,0,0
"tRF-31-U4727OFIZ9WUD",0,1,0,1,3,0,1,1
"tRF-31-U47P299DWUH60",1,0,1,0,0,0,0,2
"tRF-31-U5XBINVDRI2QD",0,1,1,0,0,0,0,0
"tRF-31-UE4BOPRN11WZE",3,0,3,0,1,0,0,0
"tRF-31-UHK0SVRNLMKWB",0,1,0,0,0,1,0,0
"tRF-31-UJJKIWRNL3KQD",1,0,0,0,0,0,0,0
"tRF-31-UMKKSWRNLJK50",1,0,0,0,0,0,0,0
"tRF-31-UMX0SW5NLJ45B",0,0,0,0,1,0,0,0
"tRF-31-V29K9UV36562B",11,8,16,15,14,8,9,8
"tRF-31-V470VR3196L80",0,1,2,1,0,0,0,0
"tRF-31-V47P596VW6310",2,0,2,1,3,2,2,1
"tRF-31-V47PVR3196L80",1,0,0,0,0,0,0,0
"tRF-31-V4QP596VZ6310",1,0,0,0,0,0,0,0
"tRF-31-V6Z3M8ZLSSXU0",186,58,200,96,47,61,64,63
"tRF-31-V8WPMN1E8Y7ZD",0,0,1,1,0,0,1,0
"tRF-31-VDRI2Q2RJO01B",10,237,19,77,152,158,73,113
"tRF-31-VH7P59N3Z6KP0",0,0,0,0,1,0,0,0
"tRF-31-VI7O409Z7KZO0",0,0,0,0,0,0,0,1
"tRF-31-VIZKXXI363U0B",0,0,0,0,1,1,0,0
"tRF-31-VL3NBZKEUI1ZE",0,0,0,0,0,1,0,0
"tRF-31-VPZO0BEBXNWDE",0,1,0,0,0,0,0,0
"tRF-31-W631QJ3KYUYR0",0,0,0,1,0,0,0,0
"tRF-31-W6RERNLN4Q1RE",0,0,0,2,1,2,2,2
"tRF-31-WEF9FYS2Q26I0",1,0,0,0,0,0,0,0
"tRF-31-WJQ72S3HPSR90",2,0,0,0,0,0,0,0
"tRF-31-WN1Q18X3HRL70",2,1,2,0,0,0,0,0
"tRF-31-WNR71KVUY9Q90",4,1,3,0,0,0,1,0
"tRF-31-WNR71KVUY9QZ0",0,1,0,0,0,1,0,0
"tRF-31-WNR71KVUY9RZ0",2,0,0,0,0,0,0,1
"tRF-31-WOFFR3VJ4ZZ5D",0,0,0,0,0,1,0,1
"tRF-31-WW1W18YMENL7D",0,1,1,0,0,0,1,0
"tRF-31-WXQZR44ER81XB",0,0,0,0,0,0,0,2
"tRF-31-WZVLUE15MXE9D",0,8,0,2,1,1,2,8
"tRF-31-X0K3XN13QXQWE",1,0,0,0,0,0,0,0
"tRF-31-X4J09KZYJMN5D",0,0,0,0,0,0,1,0
"tRF-31-XBINVDRI2Q2RD",0,2,0,0,1,3,0,0
"tRF-31-XENDBP1IUUK7E",97,56,103,38,88,66,31,28
"tRF-31-XSXMSL73VL4YD",15,6,8,0,5,6,4,7
"tRF-31-XW83X4J09KZYD",0,1,0,0,0,1,0,0
"tRF-31-XXI363U0EZY9E",1,0,0,0,1,0,1,1
"tRF-31-XY6RHDK2RSI2E",0,1,0,0,0,0,0,0
"tRF-31-XZFYYDU37Y93E",1,0,0,0,0,0,0,0
"tRF-31-Y0FD2F37YF7DD",0,0,0,1,1,1,0,0
"tRF-31-Y2MJ8F81KLB5D",5,93,11,36,65,51,26,35
"tRF-31-Y694U47P299DE",1,0,0,0,0,0,0,0
"tRF-31-Y6V4V47Q2WNIE",1,0,1,0,1,1,1,0
"tRF-31-Y7RZ81JJ6RRND",1,0,0,0,0,0,0,0
"tRF-31-Y8L981PV6RRND",2,0,0,1,0,1,0,0
"tRF-31-Y91293WEW6VMD",0,0,0,0,0,1,0,1
"tRF-31-Y9PYKHM26RRNE",1,0,0,0,0,0,0,0
"tRF-31-YBY2HZFZ93QOE",1,0,0,0,0,0,0,0
"tRF-31-YFLPD3387SFRD",0,0,1,0,0,0,0,0
"tRF-31-YJZ87ID890YB0",0,0,0,0,0,0,0,1
"tRF-31-YPZEP27K7ZP3D",3,1,5,1,3,0,5,2
"tRF-31-YQHQ9M739P8W0",5,2,4,2,2,3,8,5
"tRF-31-YS94V47Q2QW1E",0,1,0,0,0,0,0,0
"tRF-31-YSV4V4SQ2WW1E",0,0,3,0,0,0,0,2
"tRF-31-YUVIJIRPF81DE",0,1,0,0,0,0,0,0
"tRF-31-YYV4V47Q2WW1E",0,0,2,0,1,0,0,0
"tRF-31-Z2NLD7B2JK7P0",0,0,0,1,0,0,0,2
"tRF-31-Z3M8ZLSSXUOLD",16,98,14,89,101,93,118,158
"tRF-31-Z4D7OOJ0QXL1D",0,4,0,2,1,2,4,1
"tRF-31-Z6V6Z3M8ZLSSE",1,0,1,0,0,0,2,3
"tRF-31-Z87ID890YBOZE",0,0,1,0,0,2,0,1
"tRF-31-Z8I7JKIKYUY9B",0,0,0,0,0,1,0,0
"tRF-31-Z9HMI8W47W1R0",1,1,1,1,1,3,2,4
"tRF-31-ZEF3BLHKFZB1D",0,1,0,0,3,0,1,1
"tRF-31-ZEP27K7ZP33XD",1,0,0,0,0,0,0,0
"tRF-31-ZKXXI363U0EZE",0,3,0,1,7,4,2,1
"tRF-31-ZLBS5EOB3ZY6B",0,0,0,0,0,0,1,0
"tRF-31-ZO1EBP4MJYSZB",0,0,0,0,0,0,1,0
"tRF-31-ZPEK45H5KQBFD",0,10,0,5,8,6,1,8
"tRF-31-ZRS3S3R68HYVD",5,3,0,0,2,1,1,3
"tRF-31-ZRS3SJRX8FYVD",1,0,1,0,0,1,0,0
"tRF-31-ZUV0UEDP5IUDD",0,0,1,0,3,4,0,0
"tRF-31-ZZJQJYSWRYVMD",1,2,1,1,0,0,1,1
"tRF-32-00BY4D84KRIMO",0,1,2,2,1,1,1,4
"tRF-32-02OL7XDXOMYJQ",0,0,1,0,0,0,0,0
"tRF-32-04SXQ3V2Y7RZ5",122,13,142,3,14,8,18,20
"tRF-32-0668K87SERM4P",2,1,0,0,0,1,1,0
"tRF-32-08F4BDNZ8O6FJ",16,33,15,15,69,53,55,83
"tRF-32-0IOB9ZFH690M1",1,0,2,0,0,0,0,2
"tRF-32-0JVRI8WX6R2BI",0,0,0,0,0,0,1,0
"tRF-32-0MFN7BWU2F5JQ",0,1,1,0,2,0,1,2
"tRF-32-0ROB9Y7Q078SO",0,1,0,0,0,1,1,1
"tRF-32-0VL8K87SIRMMH",0,0,1,0,0,1,0,1
"tRF-32-10H7RNLEKPM4J",0,1,0,0,0,0,0,0
"tRF-32-10H7RNLEKPMKJ",0,0,0,0,0,1,0,0
"tRF-32-10I9BZBZOS4Y1",2,0,0,1,1,1,3,0
"tRF-32-113KYO8R6Q46J",1,0,0,0,0,0,0,0
"tRF-32-12Z4R95MK19KO",2,0,4,1,1,0,0,0
"tRF-32-12Z4R95MKM9KP",3,1,6,0,1,1,0,0
"tRF-32-13KK761RNNMJM",0,0,0,4,0,0,0,0
"tRF-32-13M87SFR2W9JM",1,0,0,1,0,0,0,0
"tRF-32-14PH5BZY598KL",0,0,0,1,0,0,0,0
"tRF-32-14PSR9O933IKF",3,0,4,2,1,0,1,0
"tRF-32-15WV7W6SJF094",1,0,0,0,0,0,0,0
"tRF-32-18V0JZOYJE224",0,0,0,0,0,0,1,0
"tRF-32-18VBY9PYKHM24",0,0,0,0,1,0,0,0
"tRF-32-18X3HRL7S5QKH",0,0,1,0,0,1,0,0
"tRF-32-18YKISQI45LSK",1,0,0,0,0,0,0,0
"tRF-32-1E6SF8WO6VXW5",0,0,3,0,0,0,0,0
"tRF-32-1ER37E14PH5BQ",0,0,0,0,0,0,1,0
"tRF-32-1EWJQ72S3HPS4",0,1,0,1,0,0,1,0
"tRF-32-1H93WB86N7O52",0,0,0,0,0,1,0,0
"tRF-32-1HPSR9O9337KF",75,18,118,11,11,8,20,9
"tRF-32-1M38YU8SRZMFJ",0,0,1,0,0,0,0,0
"tRF-32-1M3KYU8RFQ46J",0,0,0,0,1,0,0,0
"tRF-32-1MQ8YUYSQSD2J",0,0,0,0,0,2,1,1
"tRF-32-1MQKYU8RSH66J",0,0,1,0,0,0,0,0
"tRF-32-1N7KYUHR0P1SJ",0,1,0,0,0,0,0,0
"tRF-32-1NR8YUP6KP6HJ",2,1,1,0,0,0,0,0
"tRF-32-1YBL2HI3Z9HMI",0,1,0,0,0,0,0,0
"tRF-32-1YIF54RNZFS7O",0,0,1,0,0,0,0,0
"tRF-32-1YIPRVYJ9XEON",0,0,1,1,0,0,0,0
"tRF-32-1ZBNFENPNYRVO",0,0,0,0,0,0,0,1
"tRF-32-202L2YBE7XO8M",0,1,0,0,2,1,0,1
"tRF-32-22EVUIJVK697F",1,0,0,0,0,1,1,2
"tRF-32-299DWUH6QE30Q",0,0,0,0,1,0,0,0
"tRF-32-2L2YBE7XO8Q62",1,1,0,1,7,4,3,11
"tRF-32-2OOIQO4QPRJW3",1,1,2,3,1,2,1,4
"tRF-32-2QR7F8YKIR9NQ",196,26,164,24,12,9,45,35
"tRF-32-2R1HPSR9O933N",0,2,0,0,0,0,2,1
"tRF-32-2S3HPSR959332",0,1,0,0,3,1,1,1
"tRF-32-2V7KYUHRH7MSJ",0,0,1,0,0,1,0,0
"tRF-32-2VR008R959KUK",1,19,2,10,19,18,31,24
"tRF-32-2VR008R9D9KUK",1,1,0,1,0,0,0,2
"tRF-32-2WW18FLUD3KSN",1,0,0,0,0,0,0,0
"tRF-32-2YBE7XO8Q6J6J",1,1,2,1,6,2,5,5
"tRF-32-2YU04DYJIO3ZO",4,8,9,2,2,5,0,7
"tRF-32-307EZ6VYDY2E5",0,0,0,0,0,2,1,1
"tRF-32-3196L85DMKYUQ",0,1,1,0,0,0,0,0
"tRF-32-31QJ3KYUYRR64",2,3,1,2,0,1,1,0
"tRF-32-325UB1ZZK0O52",15,38,27,10,97,129,98,145
"tRF-32-32VIJMRPFQJDQ",0,2,3,0,1,1,0,0
"tRF-32-34HWH3RXSINHQ",368,64,315,34,69,69,144,125
"tRF-32-36S0ZFHIUNWV2",0,0,0,0,0,0,1,0
"tRF-32-389MV47P596V5",1152,308,978,252,275,234,410,432
"tRF-32-389MV4QP596VQ",6,2,4,0,2,4,2,2
"tRF-32-38MMV47P596V5",3,1,6,3,4,3,3,1
"tRF-32-3BDW9NH1NRM5O",0,0,0,0,0,0,1,0
"tRF-32-3IRW18V6XO59J",109,29,112,17,20,20,13,21
"tRF-32-3JVIJMRPFQ5D5",9,6,9,4,2,6,0,7
"tRF-32-3JVIJMRPFQRD5",13,10,21,10,4,7,5,1
"tRF-32-3L7LQ3V6J9P91",1,0,4,0,0,0,0,0
"tRF-32-3S9H24SJQMXIJ",0,0,1,0,0,0,0,0
"tRF-32-3SY3H3RUSMKV3",4,3,4,1,3,0,1,2
"tRF-32-3SY3H3RXSMKV3",1,0,0,0,0,1,0,0
"tRF-32-409Z7KZOSRI85",0,0,0,0,0,0,1,0
"tRF-32-45DBNIB9I1KQN",0,0,0,0,0,0,2,0
"tRF-32-45LSM1M3WE8SN",0,0,0,0,1,0,0,0
"tRF-32-4BOPRN11WZY11",0,0,1,0,0,0,0,0
"tRF-32-4ER81XDDZZ4Y1",0,2,0,0,0,0,1,0
"tRF-32-4PW3FJIKE7UMJ",0,0,1,0,0,0,1,0
"tRF-32-4R94SX73V2Y8K",0,0,1,0,0,0,0,0
"tRF-32-4S14IZJQXEXOI",0,1,0,1,0,0,0,0
"tRF-32-4W9MVKS4I7LZK",1,0,1,0,0,0,0,0
"tRF-32-4W9MVKS4I7LZP",2,0,0,0,0,0,0,0
"tRF-32-4WVLV470VR31P",16,3,9,1,1,0,1,1
"tRF-32-4WVLV47PVR31P",2,0,1,0,0,0,0,0
"tRF-32-4ZY3HBVL3NBZJ",0,2,0,1,1,0,0,0
"tRF-32-51MLHVHBEXBIQ",8,45,0,17,49,50,54,55
"tRF-32-56M3WBKS8WP92",0,0,1,0,0,0,0,0
"tRF-32-58RW5P7JE2ONQ",2,0,0,0,0,0,1,0
"tRF-32-596VW631QJ3KQ",1,0,1,0,0,0,0,0
"tRF-32-5BF900BY4D84J",1,0,5,0,1,2,1,3
"tRF-32-5DMKYOYRLHR0J",1,0,0,0,0,0,0,0
"tRF-32-5DMKYUYRLHR0J",1,2,1,1,1,0,0,3
"tRF-32-5EYONONU3IND2",13,13,13,8,39,34,36,51
"tRF-32-5K8PR9DM3WWKK",0,0,0,0,0,0,1,0
"tRF-32-5LDOV2QXBR3XQ",0,0,0,0,0,1,0,1
"tRF-32-5NEZ5P1OHE103",0,0,0,0,0,0,1,0
"tRF-32-5YXENDBP1IUUJ",0,3,0,4,4,1,0,2
"tRF-32-623K76IR3DR2M",15,2,7,0,2,1,0,2
"tRF-32-623K7SIR3DR2M",103,14,64,10,7,6,11,24
"tRF-32-62Z6EXEY0VWUJ",1,3,6,2,14,13,20,25
"tRF-32-64PU7340Q1FI2",0,0,1,0,0,0,0,0
"tRF-32-64PUQ340QIQN2",0,0,0,0,0,0,1,0
"tRF-32-64R4XLR828FEQ",0,1,1,0,1,0,0,1
"tRF-32-66XMSL73VL4YK",0,0,0,0,0,0,0,1
"tRF-32-68K87SERM4921",4,3,5,1,0,1,4,1
"tRF-32-6978WP9LXN4VQ",4,0,1,2,0,0,0,3
"tRF-32-6978WPRLXN48Q",21,6,33,10,9,22,14,8
"tRF-32-6ISBWOFFR3VJ3",0,0,0,0,0,0,0,1
"tRF-32-6L1HWUNS56O2Q",1,0,0,0,0,0,0,0
"tRF-32-6LQ6S8V0J6OZQ",3,3,0,1,4,2,2,0
"tRF-32-6N38Z90668K8N",0,0,1,0,0,0,0,0
"tRF-32-6N38Z906R8K8N",1,0,0,0,0,0,0,0
"tRF-32-6N4P64R9598LN",0,0,0,0,0,0,0,1
"tRF-32-6N7KYUSRHYRSJ",2,0,0,0,0,0,0,0
"tRF-32-6NMH490VL8K8N",1,0,0,0,0,0,0,0
"tRF-32-6NMHN90VL8K8N",0,1,0,0,0,0,0,0
"tRF-32-6PFRROWFUBNOF",0,0,0,1,0,0,0,0
"tRF-32-6SXMSL73VL4YK",197,40,91,27,52,78,65,65
"tRF-32-6XQ6S8V0J8O9Q",41,6,46,5,2,7,4,9
"tRF-32-6XQ6S8V0JUO9Q",15,5,27,2,4,3,5,3
"tRF-32-7343RX6NMH491",0,0,0,0,1,0,0,0
"tRF-32-735L8RPY8HM2L",0,0,0,1,0,0,0,0
"tRF-32-767UXP18RZXP5",0,0,1,0,0,0,0,0
"tRF-32-79M89P9NH5ISJ",0,1,0,0,1,0,0,0
"tRF-32-79MP909NH57SJ",18,5,19,5,6,6,10,12
"tRF-32-79MP9P9MH57SJ",184,71,159,70,94,89,83,96
"tRF-32-79MP9P9NH57YJ",3,2,3,3,1,4,3,8
"tRF-32-79MP9PMNH5ISJ",49,20,75,9,25,31,18,32
"tRF-32-7BWU2F5JYH0RQ",1,3,0,0,3,3,5,1
"tRF-32-7EMQ18Y3E7QNN",2,2,5,1,1,0,0,1
"tRF-32-7ID890YBOZZ73",0,0,1,0,0,1,0,0
"tRF-32-7IR1JOKP1M58I",1,0,0,0,0,0,0,0
"tRF-32-7IVI7O409Z7KQ",1,0,0,0,0,0,0,0
"tRF-32-7J3KYU4RRQRBJ",1,0,1,0,0,0,1,0
"tRF-32-7JE2ONZ2Y912P",0,0,1,0,0,0,1,0
"tRF-32-7LI3VF4YO9XEJ",3,0,3,1,0,0,0,0
"tRF-32-7LI3VF4YOZXEJ",1,0,0,0,0,0,0,0
"tRF-32-7O58J0K8UMPLF",1,2,0,2,4,5,4,3
"tRF-32-7RH3S3RX8HWVQ",1,0,3,0,1,1,0,0
"tRF-32-7UD5BU9NZ6V6Q",1,0,0,0,0,0,0,1
"tRF-32-7UXP18RZXP8Z1",0,1,1,1,0,0,0,0
"tRF-32-7UYK7IVI7O40P",0,0,0,0,0,0,1,0
"tRF-32-7X9PN547202L2",0,0,1,0,0,0,0,0
"tRF-32-7XDXOMYJZ87IF",0,0,0,0,1,0,0,0
"tRF-32-7Y93Y086Z34J2",0,0,0,0,0,0,0,1
"tRF-32-7Z8L8NRS9NS3J",4,25,5,9,23,17,13,13
"tRF-32-81JJ6RRNLIK8P",1,0,2,0,0,0,0,0
"tRF-32-81PV6RRNLNK85",0,0,0,1,0,0,0,0
"tRF-32-821IQ4YUH5S84",0,0,1,0,0,0,1,0
"tRF-32-82Z4D7OOJ0QXK",1,0,1,1,0,0,1,0
"tRF-32-83ML5F924ZD72",0,0,0,0,1,0,0,0
"tRF-32-83X4J09KZYJM3",0,0,0,0,0,0,1,0
"tRF-32-8422YRI7XUK8N",0,1,0,0,0,0,0,0
"tRF-32-86J8WPMN1E8YN",1053,518,1010,287,711,609,1049,1242
"tRF-32-86V8WPMN1E8YN",342,132,293,57,174,140,255,295
"tRF-32-87R8WP9I1EWJM",23,15,20,14,32,33,57,45
"tRF-32-87R8WP9N1EWJM",2282,1329,1963,1155,2352,2035,1956,2568
"tRF-32-897PVP941QKSJ",145,75,187,62,72,67,101,101
"tRF-32-897PVP9N1QKSJ",10,2,11,6,3,3,4,10
"tRF-32-8BPE0IOB9ZFH4",0,0,0,0,0,1,0,1
"tRF-32-8FFDXXE6XRK45",0,0,1,1,1,0,1,5
