"","X.miRNA","precursor","SRR19241977","SRR19241978","SRR19241979","SRR19241980","SRR19241981","SRR19241982","SRR19241983","SRR19241984"
"645","hsa-miR-3116","hsa-mir-3116-1",0,0,0,0,1.31,0,0,0
"646","hsa-miR-3116","hsa-mir-3116-2",0,0,0,0,1.31,0,0,0
"647","hsa-miR-3117-5p","hsa-mir-3117",0,0.94,0,0,0,0,0,0
"648","hsa-miR-3117-3p","hsa-mir-3117",49.11,78.82,58.78,58.54,75.89,60.14,80.2,79.91
"649","hsa-miR-3118","hsa-mir-3118-1",0,0,0,0,0,0,0,0
"650","hsa-miR-3118","hsa-mir-3118-2",0,0,0,0,0,0,0,0
"651","hsa-miR-3118","hsa-mir-3118-3",0,0,0,0,0,0,0,0
"652","hsa-miR-3118","hsa-mir-3118-4",0,0,0,0,0,0,0,0
"653","hsa-miR-3119","hsa-mir-3119-1",0,0,0,0,0,0,0,0
"654","hsa-miR-3119","hsa-mir-3119-2",0,0,0,0,0,0,0,0
"655","hsa-miR-3120-5p","hsa-mir-3120",0.94,0,0,0,0,0,0,0.75
"656","hsa-miR-3120-3p","hsa-mir-3120",1.87,1.88,2.14,2.79,0.65,0,2,2.24
"657","hsa-miR-3121-5p","hsa-mir-3121",0,0,0,0,0,0,0,0
"658","hsa-miR-3121-3p","hsa-mir-3121",0,0.94,0,1.39,0,0,0,0
"659","hsa-miR-3122","hsa-mir-3122",0,0,0,0,0,0,0,0
"660","hsa-miR-3123","hsa-mir-3123",0,0,0,0,0,0,0,0
"661","hsa-miR-3124-5p","hsa-mir-3124",0.94,0,0,0,0.65,0,1,0.75
"662","hsa-miR-3124-3p","hsa-mir-3124",0,0,0,0,0,0,0,0
"663","hsa-miR-3125","hsa-mir-3125",0.47,0,0,0,5.23,4.81,4.01,1.49
"664","hsa-miR-3126-5p","hsa-mir-3126",1.4,0,0.53,0,1.96,1.2,0,1.49
"665","hsa-miR-3126-3p","hsa-mir-3126",0.47,0.94,0,1.39,0.65,1.2,1,0.75
"666","hsa-miR-3127-5p","hsa-mir-3127",2.81,2.82,1.6,1.39,1.31,3.01,1,1.49
"667","hsa-miR-3127-3p","hsa-mir-3127",0,2.82,0.53,1.39,0.65,0.6,2,0.75
"668","hsa-miR-3128","hsa-mir-3128",0,0,0,0,0,0.6,0,0
"669","hsa-miR-3129-5p","hsa-mir-3129",0,0,0,0,0,0.6,0,0
"670","hsa-miR-3129-3p","hsa-mir-3129",0.47,0.94,0.53,0,0.65,1.8,0,0.75
"671","hsa-miR-3130-5p","hsa-mir-3130-1",0,0,0,0,0,0,0,0
"672","hsa-miR-3130-3p","hsa-mir-3130-1",0,0,0,0,0,1.2,0,1.49
"673","hsa-miR-3130-5p","hsa-mir-3130-2",0,0,0,0,0.65,0,0,0
"674","hsa-miR-3130-3p","hsa-mir-3130-2",0,0,0,0,0,1.2,0,1.49
"675","hsa-miR-3131","hsa-mir-3131",0.94,0,0.53,0,1.96,0.6,1,3.73
"676","hsa-miR-3132","hsa-mir-3132",0,0,0,0,0,0,0,0.75
"677","hsa-miR-3133","hsa-mir-3133",0.47,0,0,0,0,0.6,0,0.75
"678","hsa-miR-3134","hsa-mir-3134",0,0,0.53,0,0,0,0,0
"679","hsa-miR-3135a","hsa-mir-3135a",0.47,0,0.53,0,0,0,2,0
"680","hsa-miR-3135b","hsa-mir-3135b",0,0,0,0,0,0,0,0
"681","hsa-miR-3136-5p","hsa-mir-3136",0,0,0,0,0,0,0,0
"682","hsa-miR-3136-3p","hsa-mir-3136",0,0,0,0,0,0,0,0
"683","hsa-miR-3137","hsa-mir-3137",0,0,0,0,0,0,0,0
"684","hsa-miR-3138","hsa-mir-3138",0,0,0,0,0.65,0,0,0
"685","hsa-miR-3139","hsa-mir-3139",0,0.94,1.07,0,1.96,0.6,2,2.24
"686","hsa-miR-3140-5p","hsa-mir-3140",0,0,0,0,0,0,0,0.75
"687","hsa-miR-3140-3p","hsa-mir-3140",0.47,0,0,0,0,0,0,0
"688","hsa-miR-3141","hsa-mir-3141",0,0,0,0,0,0,0,0
"689","hsa-miR-3142","hsa-mir-3142",0,0,0,0,0,0,0,0
"690","hsa-miR-3142","hsa-mir-3142",0,0,0,0,0,0,0,0
"691","hsa-miR-3143","hsa-mir-3143",2.34,3.75,1.07,0,0.65,1.2,1,0
"692","hsa-miR-3144-5p","hsa-mir-3144",0,0,0,0,0,0,0,0
"693","hsa-miR-3144-3p","hsa-mir-3144",0,0.94,0.53,0,0,0,0,0
"694","hsa-miR-3145-5p","hsa-mir-3145",0.47,0.94,0,0,0.65,0,0,0
"695","hsa-miR-3145-3p","hsa-mir-3145",0,0.94,1.07,0,0,0,1,0
"696","hsa-miR-3146","hsa-mir-3146",0,0,0,0,0.65,0,0,0
"697","hsa-miR-3147","hsa-mir-3147",0,0,0,0,0,0,0,0
"698","hsa-miR-3148","hsa-mir-3148",0,0,0,0,0,0,0,0
"699","hsa-miR-3149","hsa-mir-3149",0,0.94,0,1.39,0,1.8,0,0.75
"700","hsa-miR-3150a-5p","hsa-mir-3150a",1.4,0.94,0,0,0.65,0.6,0,1.49
"701","hsa-miR-3150a-3p","hsa-mir-3150a",0,0,0.53,0,0,0,0,0
"702","hsa-miR-3150b-5p","hsa-mir-3150b",0,0,0,0,0,0,0,0
"703","hsa-miR-3150b-3p","hsa-mir-3150b",0,0,0,0,0,0,0,0
"704","hsa-miR-3151-5p","hsa-mir-3151",0,0.94,0,4.18,0.65,1.2,0,0
"705","hsa-miR-3151-3p","hsa-mir-3151",0,0,0,0,0,0,0,0
"706","hsa-miR-3152-5p","hsa-mir-3152",2.34,0.94,1.07,6.97,0.65,0.6,2,2.24
"707","hsa-miR-3152-3p","hsa-mir-3152",0,0.94,0,0,0,0,0,0
"708","hsa-miR-3153","hsa-mir-3153",0,0,0,0,0,0,0,0
"709","hsa-miR-3154","hsa-mir-3154",0,0,0,0,0,0,0,0
"710","hsa-miR-3155a","hsa-mir-3155a",0,0,0,0,0,0,0,0
"711","hsa-miR-3155b","hsa-mir-3155b",0,0,0,0,0,0,0,0
"712","hsa-miR-3156-5p","hsa-mir-3156-1",0,0,0,0,0,0,0,0
"713","hsa-miR-3156-3p","hsa-mir-3156-1",0,0,0,0,0,0,0,0
"714","hsa-miR-3156-5p","hsa-mir-3156-2",0,0,0,0,0,0,0,0
"715","hsa-miR-3156-3p","hsa-mir-3156-2",0,0,0,0,0,0,0,0
"716","hsa-miR-3156-5p","hsa-mir-3156-3",0,0,0,0,0,0,0,0
"717","hsa-miR-3157-5p","hsa-mir-3157",0,0,0,0,1.31,0,1,1.49
"718","hsa-miR-3157-3p","hsa-mir-3157",0,0,0,0,0.65,1.8,1,0.75
"719","hsa-miR-3158-5p","hsa-mir-3158-1",0,0,0,0,0,0,0,0
"720","hsa-miR-3158-3p","hsa-mir-3158-1",10.29,10.32,6.41,19.51,8.51,8.42,18.04,11.95
"721","hsa-miR-3158-5p","hsa-mir-3158-2",0,0,0,0,0,0,0,0
"722","hsa-miR-3158-3p","hsa-mir-3158-2",10.29,10.32,6.41,19.51,8.51,8.42,18.04,11.95
"723","hsa-miR-3159","hsa-mir-3159",0,0,0,0,0,0,0,0
"724","hsa-miR-3160-5p","hsa-mir-3160-1",0,0,0.53,0,0,0,0,0
"725","hsa-miR-3160-3p","hsa-mir-3160-1",0,0,0,0,0,0,0,0
"726","hsa-miR-3160-5p","hsa-mir-3160-2",0,0,0.53,0,0,0,0,0
"727","hsa-miR-3160-3p","hsa-mir-3160-2",0,0,0,0,0,0,0,0
"728","hsa-miR-3161","hsa-mir-3161",0,0,0,0,0,0,0,0
"729","hsa-miR-3162-5p","hsa-mir-3162",0,0,0,0,0,0,0,0
"730","hsa-miR-3162-3p","hsa-mir-3162",0,0,0,0,0,0,0,0
"731","hsa-miR-3163","hsa-mir-3163",0,0,0,0,0,0,0,0
"732","hsa-miR-3164","hsa-mir-3164",0,1.88,0.53,2.79,0.65,0.6,1,2.99
"733","hsa-miR-3165","hsa-mir-3165",0,0,0,0,0,0.6,0,0
"734","hsa-miR-3166","hsa-mir-3166",0,0,0,0,0,0,0,0
"735","hsa-miR-3167","hsa-mir-3167",0.94,0,0,1.39,1.96,0,0,0
"736","hsa-miR-3168","hsa-mir-3168",0,0,0,0,0,0,0,0
"737","hsa-miR-3169","hsa-mir-3169",0,0,0,0,0,0,0,0
"738","hsa-miR-3170","hsa-mir-3170",0,0,0,0,0,0,1,0
"739","hsa-miR-3171","hsa-mir-3171",0,0,0,0,0,0,0,0
"740","hsa-miR-3173-5p","hsa-mir-3173",0.47,0.94,1.07,2.79,3.27,1.8,4.01,2.99
"741","hsa-miR-3173-3p","hsa-mir-3173",0.47,0,0,0,0,0,0,0
"742","hsa-miR-3174","hsa-mir-3174",0.94,0.94,0.53,0,0,3.01,1,0.75
"743","hsa-miR-3175","hsa-mir-3175",0.47,0,2.14,2.79,0,2.41,3.01,0
"744","hsa-miR-3176","hsa-mir-3176",1.4,2.82,2.67,0,1.31,1.2,2,2.99
"745","hsa-miR-3177-5p","hsa-mir-3177",0.94,0.94,1.6,0,0.65,3.01,4.01,0.75
"746","hsa-miR-3177-3p","hsa-mir-3177",18.24,34.72,19.24,48.78,38.6,16.84,38.09,37.34
"747","hsa-miR-3178","hsa-mir-3178",0,0,0,0,0,0,0,0
"748","hsa-miR-3179","hsa-mir-3179-1",3.27,4.69,0.53,1.39,0,2.41,0,2.24
"749","hsa-miR-3179","hsa-mir-3179-2",3.27,4.69,0.53,1.39,0,2.41,0,2.24
"750","hsa-miR-3179","hsa-mir-3179-3",3.27,4.69,0.53,1.39,0,2.41,0,2.24
"751","hsa-miR-3179","hsa-mir-3179-4",3.27,4.69,0.53,1.39,0,2.41,0,2.24
"752","hsa-miR-3180-5p","hsa-mir-3180-1",1.4,0.94,2.14,4.18,0.65,1.2,0,0
"753","hsa-miR-3180-3p","hsa-mir-3180-1",1.4,1.88,2.67,5.58,2.62,3.61,6.01,6.72
"754","hsa-miR-3180","hsa-mir-3180-1",1.4,1.88,2.67,5.58,2.62,3.61,6.01,6.72
"755","hsa-miR-3180-5p","hsa-mir-3180-2",1.4,0.94,2.14,4.18,0.65,1.2,0,0
"756","hsa-miR-3180-3p","hsa-mir-3180-2",1.4,1.88,2.67,5.58,2.62,3.61,6.01,6.72
"757","hsa-miR-3180","hsa-mir-3180-2",1.4,1.88,2.67,5.58,2.62,3.61,6.01,6.72
"758","hsa-miR-3180-5p","hsa-mir-3180-3",1.4,0.94,2.14,4.18,0.65,1.2,0,0
"759","hsa-miR-3180-3p","hsa-mir-3180-3",1.4,1.88,2.67,5.58,2.62,3.61,6.01,6.72
"760","hsa-miR-3180","hsa-mir-3180-3",1.4,1.88,2.67,5.58,2.62,3.61,6.01,6.72
"761","hsa-miR-3180-3p","hsa-mir-3180-4",1.4,1.88,2.67,5.58,2.62,3.61,6.01,6.72
"762","hsa-miR-3180","hsa-mir-3180-4",1.4,1.88,2.67,5.58,2.62,3.61,6.01,6.72
"763","hsa-miR-3180-3p","hsa-mir-3180-5",1.4,1.88,2.67,5.58,2.62,3.61,6.01,6.72
"764","hsa-miR-3180","hsa-mir-3180-5",1.4,1.88,2.67,5.58,2.62,3.61,6.01,6.72
"765","hsa-miR-3181","hsa-mir-3181",0,0,0,0,0,0,0,0
"766","hsa-miR-3182","hsa-mir-3182",0.94,0,0,1.39,0.65,0,2,0
"767","hsa-miR-3183","hsa-mir-3183",0,0,0,0,0,0,0,0
"768","hsa-miR-3184-5p","hsa-mir-3184",0,0,0.53,4.18,0,0,0,0
"769","hsa-miR-3184-3p","hsa-mir-3184",0,0,0,0,0,0,0,0
"770","hsa-miR-3185","hsa-mir-3185",0,0,0,0,0,0,0,0
"771","hsa-miR-3186-5p","hsa-mir-3186",0,0,0,0,0,0,0,0
"772","hsa-miR-3186-3p","hsa-mir-3186",0,0,0,0,0,0,0,0
"773","hsa-miR-3187-5p","hsa-mir-3187",0,0,0,0,0.65,0,0,0.75
"774","hsa-miR-3187-3p","hsa-mir-3187",0.94,1.88,1.6,0,1.96,2.41,1,1.49
"775","hsa-miR-3188","hsa-mir-3188",0,0,0,0,0,0,0,0
"776","hsa-miR-3189-5p","hsa-mir-3189",0,0,0,0,0,0,0,0
"777","hsa-miR-3189-3p","hsa-mir-3189",0,0,0,0,0,0,0,0
"778","hsa-miR-3190-5p","hsa-mir-3190",0,0,0,0,0,0,0,0
"779","hsa-miR-3190-3p","hsa-mir-3190",0.94,0.94,0,1.39,0.65,0.6,1,1.49
"780","hsa-miR-3191-5p","hsa-mir-3191",0,0,0,0,0,0,0,0.75
"781","hsa-miR-3191-3p","hsa-mir-3191",0.47,0,0,0,0,0.6,0,0
"782","hsa-miR-3192-5p","hsa-mir-3192",0.47,0,0,0,0,0,0,0
"783","hsa-miR-3192-3p","hsa-mir-3192",0,0,0,0,0,0,0,0
"784","hsa-miR-3193","hsa-mir-3193",0,0,0,0,0,0,0,0
"785","hsa-miR-3194-5p","hsa-mir-3194",0,0,0,0,0,0,0,0
"786","hsa-miR-3194-3p","hsa-mir-3194",0,0,0,0,0,0,1,0
"787","hsa-miR-3195","hsa-mir-3195",1.87,1.88,1.07,1.39,0.65,3.01,0,2.99
"788","hsa-miR-3196","hsa-mir-3196",0,2.82,0.53,2.79,2.62,4.21,4.01,2.24
"789","hsa-miR-3197","hsa-mir-3197",0,0,0,0,0,0,0,0
"790","hsa-miR-3198","hsa-mir-3198-1",0,0,0.53,1.39,0,0,0,0
"791","hsa-miR-3198","hsa-mir-3198-2",0,0,0.53,1.39,0,0,0,0
"792","hsa-miR-3199","hsa-mir-3199-1",0.47,0.94,1.6,2.79,0.65,0.6,0,1.49
"793","hsa-miR-3199","hsa-mir-3199-2",0.47,0.94,1.6,2.79,0.65,0.6,0,1.49
"794","hsa-miR-32-5p","hsa-mir-32",67.35,89.14,57.71,71.09,77.2,70.37,83.2,82.9
"795","hsa-miR-32-3p","hsa-mir-32",10.76,8.45,5.34,5.58,9.81,9.62,7.02,13.44
"796","hsa-miR-3200-5p","hsa-mir-3200",0.47,2.82,1.6,5.58,3.93,1.8,1,2.24
"797","hsa-miR-3200-3p","hsa-mir-3200",67.35,67.56,82.29,86.42,63.46,60.74,104.26,94.1
"798","hsa-miR-3201","hsa-mir-3201",0,0,0,0,0,0,0,0
"799","hsa-miR-3202","hsa-mir-3202-1",0,0,0,0,0,0,0,0
"800","hsa-miR-3202","hsa-mir-3202-2",0,0,0,0,0,0,0,0
"801","hsa-miR-320a-5p","hsa-mir-320a",0,0,0,0,0,0,0,0
"802","hsa-miR-320a-3p","hsa-mir-320a",984.99,1280.86,989.67,1410.57,686.97,843.19,864.12,872.34
"803","hsa-miR-320b","hsa-mir-320b-1",198.31,160.46,184.9,177.02,92.9,109.46,210.52,147.13
"804","hsa-miR-320b","hsa-mir-320b-2",198.31,161.4,184.36,177.02,92.9,109.46,210.52,147.13
"805","hsa-miR-320c","hsa-mir-320c-1",115.52,69.44,86.57,76.66,34.02,53.53,122.3,70.21
"806","hsa-miR-320c","hsa-mir-320c-2",115.52,69.44,86.57,76.66,34.02,53.53,122.3,70.21
"807","hsa-miR-320d","hsa-mir-320d-1",76.24,36.6,56.11,43.21,22.24,32.48,76.19,50.04
"808","hsa-miR-320d","hsa-mir-320d-2",76.7,36.6,56.11,41.82,21.59,32.48,75.18,50.04
"809","hsa-miR-320e","hsa-mir-320e",7.95,3.75,7.48,6.97,1.96,4.81,9.02,7.47
"810","hsa-miR-323a-5p","hsa-mir-323a",0.47,0,0.53,0,0,0,0,0
"811","hsa-miR-323a-3p","hsa-mir-323a",95.41,40.35,77.49,39.03,49.72,55.33,18.04,14.19
"812","hsa-miR-323b-5p","hsa-mir-323b",0,0,0,0,0,0,0,0
"813","hsa-miR-323b-3p","hsa-mir-323b",19.18,6.57,16.57,2.79,15.05,18.64,4.01,2.24
"814","hsa-miR-324-5p","hsa-mir-324",14.03,15.01,14.96,15.33,17.01,13.83,21.05,17.18
"815","hsa-miR-324-3p","hsa-mir-324",10.76,15.01,17.63,9.76,9.16,9.62,14.03,10.46
"816","hsa-miR-325","hsa-mir-325",0,0,0,0,0,0,0,0
"817","hsa-miR-326","hsa-mir-326",15.43,13.14,16.57,11.15,11.78,10.83,22.05,18.67
"818","hsa-miR-328-5p","hsa-mir-328",0,0,0,0,0,0,0,0
"819","hsa-miR-328-3p","hsa-mir-328",492.5,1160.75,437.12,1124.83,1396.83,968.88,1213.97,1297.3
"820","hsa-miR-329-5p","hsa-mir-329-1",0.47,0,0,0,0,0,0,0
"821","hsa-miR-329-3p","hsa-mir-329-1",49.11,28.15,41.68,25.09,37.95,33.08,11.03,11.95
"822","hsa-miR-329-5p","hsa-mir-329-2",0.47,0,0,0,0,0,0,0
"823","hsa-miR-329-3p","hsa-mir-329-2",49.11,28.15,41.68,25.09,37.95,33.08,11.03,11.95
"824","hsa-miR-330-5p","hsa-mir-330",207.66,197.06,189.17,213.26,141.97,142.54,212.52,215.1
"825","hsa-miR-330-3p","hsa-mir-330",502.32,523.61,479.87,531.05,393.86,356.64,592.45,568.36
"826","hsa-miR-331-5p","hsa-mir-331",108.04,107.91,83.9,124.05,96.18,96.23,109.27,117.26
"827","hsa-miR-331-3p","hsa-mir-331",76.7,91.96,69.47,85.02,79.16,75.78,92.23,103.07
"828","hsa-miR-335-5p","hsa-mir-335",131.89,110.73,141.61,98.96,99.45,82.39,161.4,194.18
"829","hsa-miR-335-3p","hsa-mir-335",350.78,425.08,290.17,489.24,346.1,316.35,726.78,687.86
"830","hsa-miR-337-5p","hsa-mir-337",0,0,0,0,0,0,0,0
"831","hsa-miR-337-3p","hsa-mir-337",0,0,0,0,0,0,0,0
"832","hsa-miR-338-5p","hsa-mir-338",144.05,245.85,159.25,206.29,183.19,143.14,350.86,303.97
"833","hsa-miR-338-3p","hsa-mir-338",13.56,20.64,16.03,25.09,15.05,10.83,27.07,28.38
"834","hsa-miR-339-5p","hsa-mir-339",21.51,28.15,30.99,39.03,30.75,42.7,49.12,42.57
"835","hsa-miR-339-3p","hsa-mir-339",187.08,189.55,190.77,190.96,145.24,153.36,223.55,196.42
"836","hsa-miR-33a-5p","hsa-mir-33a",6.55,13.14,6.41,6.97,8.51,7.82,5.01,8.22
"837","hsa-miR-33a-3p","hsa-mir-33a",3.27,0.94,2.67,1.39,1.96,3.61,3.01,1.49
"838","hsa-miR-33b-5p","hsa-mir-33b",0,0,0,0,1.31,0.6,0,0
"839","hsa-miR-33b-3p","hsa-mir-33b",0.47,1.88,0.53,1.39,1.31,1.2,1,1.49
"840","hsa-miR-340-5p","hsa-mir-340",2887.63,2558.91,3533.85,1990.41,1780.22,1720.05,2011.93,2018.02
"841","hsa-miR-340-3p","hsa-mir-340",812.88,1003.11,672.25,971.51,714.45,672.99,923.26,893.99
"842","hsa-miR-342-5p","hsa-mir-342",79.04,91.96,76.95,135.2,66.73,54.73,91.22,92.61
"843","hsa-miR-342-3p","hsa-mir-342",2244.06,2275.53,2539.91,2839.26,1613.39,1429.57,2667.54,2090.47
"844","hsa-miR-345-5p","hsa-mir-345",212.34,197.99,224.97,220.23,176.65,251.99,288.71,312.19
"845","hsa-miR-345-3p","hsa-mir-345",0,0,0,0,0,0.6,0,0
"846","hsa-miR-346","hsa-mir-346",48.17,101.34,51.83,78.06,119.73,75.18,82.2,93.36
"847","hsa-miR-34a-5p","hsa-mir-34a",65.48,71.32,69.47,59.94,93.56,84.2,239.59,199.41
"848","hsa-miR-34a-3p","hsa-mir-34a",0,0,0,0,0,0,0,0
"849","hsa-miR-34b-5p","hsa-mir-34b",0,0,0,0,0,0,0,0
"850","hsa-miR-34b-3p","hsa-mir-34b",1.87,1.88,2.14,4.18,3.93,6.01,14.03,15.68
"851","hsa-miR-34c-5p","hsa-mir-34c",21.05,30.03,28.86,37.63,52.34,48.11,125.31,153.11
"852","hsa-miR-34c-3p","hsa-mir-34c",1.4,0.94,2.67,1.39,5.23,1.8,10.02,4.48
"853","hsa-miR-3529-5p","hsa-mir-3529",0.94,1.88,1.6,5.58,0.65,1.2,0,1.49
"854","hsa-miR-3529-3p","hsa-mir-3529",0,0,0,0,0,0,0,0
"855","hsa-miR-3605-5p","hsa-mir-3605",5.14,7.51,2.14,4.18,6.54,4.21,9.02,8.22
"856","hsa-miR-3605-3p","hsa-mir-3605",4.68,6.57,3.21,6.97,7.85,3.01,11.03,3.73
"857","hsa-miR-3606-5p","hsa-mir-3606",0,0,0,0,0,0,0,0
"858","hsa-miR-3606-3p","hsa-mir-3606",0,0,0,0,0,0,0,0
"859","hsa-miR-3609","hsa-mir-3609",3.74,3.75,3.21,1.39,1.31,1.2,0,2.99
"860","hsa-miR-361-5p","hsa-mir-361",424.21,808.87,577.66,662.08,947.36,713.28,798.96,811.09
"861","hsa-miR-361-3p","hsa-mir-361",790.89,792.91,567.51,844.67,967.64,933.4,1223,1135.98
"862","hsa-miR-3610","hsa-mir-3610",0,0,0,0,0,0,0,0
"863","hsa-miR-3611","hsa-mir-3611",0,0.94,0,1.39,0,0,0,0
"864","hsa-miR-3612","hsa-mir-3612",0,0,0,0,0,0,1,0
"865","hsa-miR-3613-5p","hsa-mir-3613",20.58,19.71,17.63,11.15,8.51,4.81,10.02,14.94
"866","hsa-miR-3613-3p","hsa-mir-3613",0.47,0,0.53,0,0,0.6,0,0
"867","hsa-miR-3614-5p","hsa-mir-3614",0,0,0,0,0,0,0,0
"868","hsa-miR-3614-3p","hsa-mir-3614",0,0,0,0,0,0,0,0
"869","hsa-miR-3615","hsa-mir-3615",49.11,67.56,35.27,43.21,24.21,39.09,81.2,76.18
"870","hsa-miR-3616-5p","hsa-mir-3616",1.87,0.94,0.53,0,0,0,0,0
"871","hsa-miR-3616-3p","hsa-mir-3616",0,0,0.53,0,0,0,0,0
"872","hsa-miR-3617-5p","hsa-mir-3617",0,0,0,0,0,0,1,0
"873","hsa-miR-3617-3p","hsa-mir-3617",0,0,0,0,0.65,0,0,0
"874","hsa-miR-3618","hsa-mir-3618",0,0,0,0,0,0,0,0
"875","hsa-miR-3619-5p","hsa-mir-3619",0,0,0,0,0,0,0,0
"876","hsa-miR-3619-3p","hsa-mir-3619",0,0,0,0,0,0,0,0
"877","hsa-miR-362-5p","hsa-mir-362",11.69,20.64,11.22,16.73,17.66,18.64,46.11,47.8
"878","hsa-miR-362-3p","hsa-mir-362",0.47,0,0,0,0,0.6,0,0.75
"879","hsa-miR-3620-5p","hsa-mir-3620",0,0,0,0,0,0,0,0
"880","hsa-miR-3620-3p","hsa-mir-3620",0,0,0,0,0,0,0,0
"881","hsa-miR-3621","hsa-mir-3621",0,0,0,0,0,0,0,0
"882","hsa-miR-3622a-5p","hsa-mir-3622a",0,0.94,0.53,0,0,0,0,0
"883","hsa-miR-3622a-3p","hsa-mir-3622a",0,0,0,0,0,0,0,0
"884","hsa-miR-3622b-5p","hsa-mir-3622b",0,0,0,0,0,0,0,0
"885","hsa-miR-3622b-3p","hsa-mir-3622b",0,0,0,0,0,0,0,0
"886","hsa-miR-363-5p","hsa-mir-363",1.87,7.51,4.28,5.58,7.2,18.64,6.01,4.48
"887","hsa-miR-363-3p","hsa-mir-363",1294.62,1446.95,1374.96,1409.18,2259.79,12287.55,1910.68,1750.65
"888","hsa-miR-3646","hsa-mir-3646",0,0,0,0,0,0,0,0
"889","hsa-miR-3648","hsa-mir-3648-1",0,1.88,0.53,0,0.65,0,0,0
"890","hsa-miR-3648","hsa-mir-3648-2",0,1.88,0.53,0,0.65,0,0,0
"891","hsa-miR-3649","hsa-mir-3649",0,0,0,0,0,0,0,0
"892","hsa-miR-3650","hsa-mir-3650",0,0,0,0,0,0,0,0
"893","hsa-miR-3651","hsa-mir-3651",0,0,0,0,0,0,0,0
"894","hsa-miR-3652","hsa-mir-3652",0,0,0,0,0,0,0,0
"895","hsa-miR-3654","hsa-mir-3654",0,0,0,0,0,0,0,0
"896","hsa-miR-3655","hsa-mir-3655",0,0,0,0,0,0,0,0
"897","hsa-miR-3657","hsa-mir-3657",0,0,0,0,0,0,0,0
"898","hsa-miR-3658","hsa-mir-3658",0,0,0,0,0,0,0,0
"899","hsa-miR-3659","hsa-mir-3659",0.94,0,0,1.39,0.65,0,1,0.75
"900","hsa-miR-365a-5p","hsa-mir-365a",10.29,9.38,9.62,19.51,11.12,7.22,9.02,6.72
"901","hsa-miR-365a-3p","hsa-mir-365a",22.45,69.44,34.2,46,55.61,46.91,49.12,40.33
"902","hsa-miR-365b-5p","hsa-mir-365b",0.94,0,0,0,0.65,0,0,0
"903","hsa-miR-365b-3p","hsa-mir-365b",22.45,69.44,34.2,46,55.61,46.91,49.12,40.33
"904","hsa-miR-3660","hsa-mir-3660",0,0,0,1.39,0,0.6,0,0
"905","hsa-miR-3661","hsa-mir-3661",2.81,0,0,1.39,0,1.2,2,1.49
"906","hsa-miR-3662","hsa-mir-3662",0,0,0,0,0,0,1,0
"907","hsa-miR-3663-5p","hsa-mir-3663",0,0,0,0,0,0,0,0
"908","hsa-miR-3663-3p","hsa-mir-3663",0,0,0,0,0,0.6,0,0
"909","hsa-miR-3664-5p","hsa-mir-3664",0,0,0,0,0,0,0,0
"910","hsa-miR-3664-3p","hsa-mir-3664",0.47,0.94,0,0,0,0,0,0
"911","hsa-miR-3665","hsa-mir-3665",0,0,0,0,0,0,0,0
"912","hsa-miR-3666","hsa-mir-3666",0,0,0,0,0,0,0,0
"913","hsa-miR-3667-5p","hsa-mir-3667",0,0,0,0,0,0,0,0
"914","hsa-miR-3667-3p","hsa-mir-3667",0,0,0,0,0,0,0,0
"915","hsa-miR-3668","hsa-mir-3668",0,0,0,0,0,0,0,0
"916","hsa-miR-367-5p","hsa-mir-367",0,0,0,0,0,0,0,0
"917","hsa-miR-367-3p","hsa-mir-367",0,0,0,0,0,0,0,0
"918","hsa-miR-3670","hsa-mir-3670-1",0,0,0,0,0,0,0,0
"919","hsa-miR-3670","hsa-mir-3670-2",0,0,0,0,0,0,0,0
"920","hsa-miR-3670","hsa-mir-3670-3",0,0,0,0,0,0,0,0
"921","hsa-miR-3670","hsa-mir-3670-4",0,0,0,0,0,0,0,0
"922","hsa-miR-3671","hsa-mir-3671",0,0,0,0,0,0,0,0
"923","hsa-miR-3672","hsa-mir-3672",0,0,0,0,0,0,0,0
"924","hsa-miR-3674","hsa-mir-3674",0,0,0,0,0,0,0,0
"925","hsa-miR-3675-5p","hsa-mir-3675",0,0,0,0,0,0,0,0.75
"926","hsa-miR-3675-3p","hsa-mir-3675",0,0,0,0,0,0,0,0
"927","hsa-miR-3677-5p","hsa-mir-3677",0,0,0,0,0,0,1,0.75
"928","hsa-miR-3677-3p","hsa-mir-3677",0,0,0.53,0,0,0,0,0
"929","hsa-miR-3678-5p","hsa-mir-3678",0,0,0,0,0,0,0,0
"930","hsa-miR-3678-3p","hsa-mir-3678",0,0,0,0,0,0,0,0
"931","hsa-miR-3679-5p","hsa-mir-3679",5.61,7.51,3.21,2.79,3.93,4.21,3.01,7.47
"932","hsa-miR-3679-3p","hsa-mir-3679",0,0,0.53,0,0,0,1,0
"933","hsa-miR-3680-5p","hsa-mir-3680-1",0,0,0,0,0,0,0,0
"934","hsa-miR-3680-3p","hsa-mir-3680-1",0,0,0,0,0,0,0,0
"935","hsa-miR-3680-5p","hsa-mir-3680-2",0,0,0,0,0,0,0,0
"936","hsa-miR-3680-3p","hsa-mir-3680-2",0,0,0,0,0,0,0,0
"937","hsa-miR-3681-5p","hsa-mir-3681",0,0,0,0,0,0,0,0
"938","hsa-miR-3681-3p","hsa-mir-3681",0,0,0,0,0,0,0,0
"939","hsa-miR-3682-5p","hsa-mir-3682",0,0,0,0,0,0,0,0
