"","SRR19241977","SRR19241978","SRR19241979","SRR19241980","SRR19241981","SRR19241982","SRR19241983","SRR19241984"
"tRF-31-3O9EDJSYIR6MB",0,5.12,0,0,0,0,0,0
"tRF-31-3SY3H3RUSMKVD",9.12,0,17.55,0,4.42,0,4.57,0
"tRF-31-3SY3H3RXSMKVD",0,5.12,0,0,0,0,0,0
"tRF-31-436X6NMHN90VD",18.25,10.25,17.55,6.43,8.83,26.74,9.13,31.14
"tRF-31-43RX6NMH490VD",0,0,3.51,6.43,0,0,0,0
"tRF-31-45DBNIB9I1KQ0",3.04,0,3.51,6.43,0,0,0,0
"tRF-31-45LSM1M3WE8S0",0,0,3.51,0,0,4.46,9.13,0
"tRF-31-4BOPRN11WZY1B",0,0,0,0,0,0,4.57,0
"tRF-31-4ER81XDDZZ4YB",3.04,0,3.51,0,0,0,0,0
"tRF-31-4JRX6N38Z9060",0,5.12,0,0,0,0,0,0
"tRF-31-4OFOU5XBINVD0",0,0,0,0,4.42,0,4.57,0
"tRF-31-4P64R9598LS7B",0,0,0,0,4.42,4.46,0,0
"tRF-31-4PU3XOUZDZN1B",0,0,0,6.43,8.83,8.91,0,0
"tRF-31-4PW3FJHPEZUME",0,0,0,0,0,0,0,3.89
"tRF-31-4PW3FJIKE7UMD",3.04,0,0,0,0,0,0,0
"tRF-31-4W9MVKS4I7LZD",3.04,0,0,0,4.42,0,0,0
"tRF-31-4W9MVKS4I7LZE",6.08,0,0,0,4.42,4.46,4.57,0
"tRF-31-4W9MVKS4I7MNE",0,0,7.02,0,0,0,0,0
"tRF-31-4WVLV470VR31E",30.41,0,21.06,12.85,0,4.46,0,11.68
"tRF-31-4WVLV47PVR31E",6.08,0,7.02,0,0,0,0,0
"tRF-31-4YO9XEKJ5R5ND",0,5.12,3.51,0,0,0,9.13,0
"tRF-31-51MLHVHBEXBIE",3.04,56.37,10.53,57.85,114.82,93.58,54.81,46.71
"tRF-31-539U7SF7276JB",0,0,3.51,0,0,0,0,0
"tRF-31-58RW5P7JE2ONE",3.04,0,0,0,0,0,0,0
"tRF-31-596VW631QJ3KE",0,0,3.51,0,0,0,0,0
"tRF-31-598K587SI7JPE",0,0,0,0,0,0,4.57,0
"tRF-31-59V3WD8YQ84VD",3.04,0,0,0,0,0,0,0
"tRF-31-5BF900BY4D84D",3.04,10.25,14.04,0,0,4.46,0,11.68
"tRF-31-5BVNUEVBWXQZ0",0,10.25,0,0,4.42,0,0,11.68
"tRF-31-5DMKYOYRLHR0D",3.04,0,14.04,0,0,0,0,0
"tRF-31-5DMKYUYRLHR0D",60.83,5.12,70.19,6.43,0,31.19,41.1,27.25
"tRF-31-5EYONONU3INDD",12.17,30.75,21.06,38.56,75.08,98.04,100.48,124.56
"tRF-31-5HSX1HN2Y0QRB",0,0,0,0,0,0,4.57,0
"tRF-31-5K8PR9DM3WWKD",0,0,3.51,0,0,0,0,0
"tRF-31-5OJIH6Z3NPPRB",0,0,0,0,4.42,0,4.57,0
"tRF-31-5P4PW3FJHPEZE",6.08,10.25,14.04,0,8.83,8.91,0,0
"tRF-31-5SM3WBKS8WP9D",0,0,0,6.43,0,0,0,0
"tRF-31-5VF3R3ZV1RY1B",0,20.5,3.51,25.71,22.08,4.46,31.97,19.46
"tRF-31-5Y13W087W4SVD",0,0,3.51,0,0,0,0,0
"tRF-31-5Y93W086W8SVD",3.04,0,0,0,0,4.46,0,7.79
"tRF-31-5YXENDBP1IUUD",3.04,0,10.53,0,4.42,4.46,0,0
"tRF-31-623K76IR3DR20",6.08,0,14.04,0,0,0,0,0
"tRF-31-623K7SIR3DR20",39.54,10.25,17.55,0,4.42,4.46,0,3.89
"tRF-31-62Z6EXEY0VWUD",0,10.25,7.02,12.85,26.5,13.37,13.7,35.03
"tRF-31-64PUQ340QIQND",0,0,0,0,4.42,0,0,0
"tRF-31-64R4XLR828FEE",0,0,0,0,0,0,0,7.79
"tRF-31-68K87SERM492B",9.12,0,14.04,0,0,4.46,0,0
"tRF-31-68WP9N1EWJQ7D",0,0,0,0,0,0,4.57,0
"tRF-31-6978WP9LXN4VE",15.21,10.25,3.51,12.85,0,4.46,0,7.79
"tRF-31-6978WPRLXN48E",15.21,20.5,14.04,19.28,17.67,17.82,4.57,3.89
"tRF-31-6ISBWOFFR3VJD",0,0,0,0,4.42,0,4.57,3.89
"tRF-31-6LQ6S8V0J6OZE",0,5.12,0,0,0,13.37,0,3.89
"tRF-31-6N7KYUSRHYR4D",3.04,0,0,0,0,0,0,0
"tRF-31-6NMH490VL8K80",3.04,0,0,0,0,0,0,0
"tRF-31-6SXMSL73VL4YD",343.66,107.62,259.72,70.7,92.74,151.51,205.52,159.59
"tRF-31-6XQ6S8V0J8O9E",164.23,46.12,270.25,19.28,61.83,35.65,27.4,38.93
"tRF-31-6XQ6S8V0JUO9E",127.73,51.25,189.53,19.28,22.08,40.11,63.94,15.57
"tRF-31-7343RX6NMH49B",0,0,0,0,0,0,4.57,0
"tRF-31-73V2Y8L981PV0",0,0,0,0,0,4.46,0,0
"tRF-31-73VL4YMY91PJB",3.04,0,0,0,0,0,0,0
"tRF-31-79MP909NH57SD",3.04,5.12,3.51,0,4.42,0,4.57,0
"tRF-31-79MP9P9MH57SD",27.37,5.12,21.06,6.43,13.25,17.82,0,15.57
"tRF-31-79MP9PMNH5ISD",15.21,5.12,10.53,0,8.83,4.46,0,3.89
"tRF-31-7BWU2F5JYH0RE",0,5.12,10.53,6.43,53,26.74,27.4,38.93
"tRF-31-7EMQ18Y3E7QN0",21.29,10.25,10.53,6.43,4.42,26.74,22.84,11.68
"tRF-31-7ID890YBOZZ7D",0,0,0,0,0,0,4.57,0
"tRF-31-7J3KYU4RRQRBD",6.08,5.12,7.02,0,4.42,4.46,0,0
"tRF-31-7JPEMNFV7SQWE",0,0,0,0,0,8.91,0,0
"tRF-31-7L73HQP0IRJ9E",0,0,3.51,0,0,0,0,0
"tRF-31-7LI3VF4YO9XED",9.12,5.12,0,0,0,0,4.57,0
"tRF-31-7LI3VF4YOZXED",0,10.25,0,0,0,0,0,0
"tRF-31-7O58J0K8UMPLB",0,20.5,0,19.28,39.75,53.47,31.97,3.89
"tRF-31-7PU9XW983FPDD",9.12,0,0,0,0,4.46,0,0
"tRF-31-7RH3S3RX8HWVE",9.12,0,3.51,0,0,8.91,0,0
"tRF-31-7SQWU1O0789ND",0,0,3.51,0,0,0,0,0
"tRF-31-7UXP18RZXP8ZB",0,10.25,3.51,0,0,0,0,0
"tRF-31-7UYK7IVI7O40E",0,0,3.51,0,4.42,0,0,0
"tRF-31-7XDXOMYJZ87IB",0,5.12,0,0,0,0,0,0
"tRF-31-7Z8L8NRS9NS3D",30.41,82,7.02,51.42,48.58,35.65,50.24,89.53
"tRF-31-81JJ6RRNLIK8E",0,5.12,0,0,4.42,0,0,0
"tRF-31-81PV6RRNLNK8E",0,0,3.51,0,8.83,0,0,0
"tRF-31-82FN5KYUSRYW0",0,0,0,0,0,0,4.57,0
"tRF-31-82Z4D7OOJ0QXD",3.04,0,0,0,0,0,0,0
"tRF-31-83ML5F924ZDRD",3.04,10.25,7.02,0,8.83,22.28,0,0
"tRF-31-83ML5FX24ZD7D",9.12,5.12,3.51,0,0,4.46,0,3.89
"tRF-31-83X4J09KZYJMD",3.04,0,10.53,0,0,0,0,3.89
"tRF-31-86J8WPMN1E8Y0",3412.3,1071.11,2593.69,1021.97,1404.39,1376.96,2461.72,1802.23
"tRF-31-86V8WPMN1E8Y0",1076.61,379.25,919.55,353.51,264.98,285.2,520.66,435.96
"tRF-31-87R8WP9I1EWJ0",97.32,56.37,98.27,44.99,70.66,106.95,137.02,85.64
"tRF-31-87R8WP9N1EWJ0",14047.63,5324.82,10062.4,5990.41,6394.83,6572.88,7942.34,6757.39
"tRF-31-897PVP941QKSD",72.99,56.37,91.25,44.99,53,17.82,45.67,46.71
"tRF-31-897PVP9N1QKSD",12.17,0,3.51,6.43,4.42,4.46,4.57,3.89
"tRF-31-8BPE0IOB9ZFH0",0,0,0,0,4.42,4.46,4.57,0
"tRF-31-8FFDXXE6XRK4E",3.04,0,0,0,4.42,0,0,0
"tRF-31-8HM2OSRN2NKSB",6.08,0,0,0,0,0,0,3.89
"tRF-31-8HM2OSRNLNKSB",3.04,0,0,6.43,8.83,0,4.57,3.89
"tRF-31-8L8NRS9NS334D",3.04,10.25,10.53,6.43,8.83,8.91,4.57,23.36
"tRF-31-8NRS9NS334L2B",27.37,20.5,52.65,32.14,17.67,4.46,18.27,27.25
"tRF-31-8Q1W18YM0MXZE",0,5.12,0,0,0,0,0,0
"tRF-31-8Q1W18YMEMXZE",6.08,5.12,35.1,6.43,8.83,8.91,0,3.89
"tRF-31-8URUZ9HNONPBE",0,0,0,0,0,0,0,3.89
"tRF-31-8W1W18YMENL7B",6.08,10.25,7.02,0,4.42,0,0,0
"tRF-31-8W1WF8YM0NL7D",6.08,0,0,0,0,0,0,0
"tRF-31-8Y7Z2R1HPSR90",0,0,3.51,0,0,0,0,0
"tRF-31-8Z1MQ8YUYSQSB",0,0,3.51,0,0,0,0,0
"tRF-31-9154SX1HK24O0",0,0,0,6.43,0,0,0,0
"tRF-31-91M3WD8SS46DD",0,0,10.53,0,0,0,4.57,7.79
"tRF-31-93R918VBY9PYD",82.11,30.75,235.15,57.85,22.08,26.74,22.84,3.89
"tRF-31-94SX73V2Y8L9E",2156.26,589.37,2102.33,694.17,525.54,441.16,790.12,607.23
"tRF-31-94SX7JV2Y8LZE",6.08,0,21.06,0,0,0,13.7,7.79
"tRF-31-94SX7JV2Y8XZE",3.04,0,0,0,0,0,0,0
"tRF-31-94V4SMIFFNKQE",3.04,0,0,0,0,0,0,0
"tRF-31-9D9OHXDD1KYKD",0,0,0,0,4.42,4.46,0,0
"tRF-31-9F51MLHVHBEXB",0,5.12,0,0,0,0,0,0
"tRF-31-9HSX73V2Y8L9E",3.04,0,3.51,0,0,8.91,13.7,7.79
"tRF-31-9K9UV36562IZ0",0,0,3.51,0,0,0,0,0
"tRF-31-9KIWRNL3KQNKE",3.04,0,7.02,0,0,0,4.57,0
"tRF-31-9LON4VN1EH6KD",0,0,0,0,4.42,4.46,0,0
"tRF-31-9M739P8WQ0D5D",79.07,912.24,94.76,886.99,830.27,909.06,1128.1,1319.56
"tRF-31-9MV47P596VW6D",3.04,5.12,3.51,0,0,0,0,3.89
"tRF-31-9MVH7P59N3Z6D",6.08,0,0,0,0,0,0,0
"tRF-31-9N1EWJQ72S3H0",0,0,7.02,0,0,0,0,3.89
"tRF-31-9N1QKS3W2VR0B",0,0,3.51,0,0,0,0,0
"tRF-31-9NJ4S2I7L7P50",0,0,0,0,0,4.46,0,11.68
"tRF-31-9O9NF5W8E7OMD",48.66,15.37,21.06,25.71,17.67,4.46,4.57,11.68
"tRF-31-9O9NF5W8EZOMD",15.21,0,0,6.43,4.42,0,0,0
"tRF-31-9OHXDD1KYK37E",9.12,15.37,0,12.85,0,0,0,11.68
"tRF-31-9PMNH5IS362V0",0,0,0,6.43,0,8.91,0,0
"tRF-31-9UHY0DFKN5ORD",3.04,15.37,3.51,32.14,57.41,26.74,50.24,58.39
"tRF-31-9XEO7N987X1RD",0,0,0,0,0,0,0,3.89
"tRF-31-B162XB0ZZRD2D",0,0,0,0,0,8.91,0,3.89
"tRF-31-B2JK7PP9ZZ05D",3.04,10.25,3.51,0,17.67,8.91,13.7,11.68
"tRF-31-B4Z3V5393L41B",6.08,0,3.51,0,0,4.46,9.13,3.89
"tRF-31-B4ZPEK45H5KQB",0,0,0,6.43,4.42,0,4.57,0
"tRF-31-BE78YLKZKWE5D",0,0,3.51,0,4.42,0,4.57,0
"tRF-31-BE7XO8Q6J6K6E",0,5.12,3.51,6.43,0,17.82,4.57,11.68
"tRF-31-BJ8FFDXXE6XRD",0,0,7.02,0,0,0,0,0
"tRF-31-BJD5EUB4ZPEKD",0,0,0,12.85,4.42,4.46,0,0
"tRF-31-BK87R95RM3Y8D",0,0,0,0,4.42,4.46,0,0
"tRF-31-BKHDFX8Q9MYKD",3.04,0,0,0,0,0,0,0
"tRF-31-BMU00KRX67NZE",9.12,0,0,0,0,4.46,4.57,0
"tRF-31-BNFENPNYRVU40",0,0,0,0,0,0,0,3.89
"tRF-31-BNZ3PD8OHB15D",0,0,0,6.43,0,0,0,0
"tRF-31-BP1IUUK7VZ0RB",3.04,0,0,0,0,0,0,0
"tRF-31-BP5E387SDRJHB",0,0,0,0,0,0,0,3.89
"tRF-31-BS5EOB3ZY61DB",18.25,0,7.02,6.43,22.08,17.82,4.57,7.79
"tRF-31-D2UFQQKNR7VJD",0,0,0,0,0,0,0,3.89
"tRF-31-D3947SFR06RD0",0,0,0,0,4.42,0,0,3.89
"tRF-31-D4ZWRNU3KQ9ME",0,0,0,0,4.42,0,4.57,0
"tRF-31-D5EUB4ZPEK45B",3.04,30.75,3.51,19.28,22.08,26.74,27.4,27.25
"tRF-31-D7B2JK7PP9ZZB",6.08,0,3.51,0,0,0,0,0
"tRF-31-D7OOJ0QXL13XE",0,0,3.51,6.43,0,8.91,9.13,11.68
"tRF-31-D7VIZKXXI363E",3.04,0,0,0,0,0,9.13,0
"tRF-31-D890YBOZZ7NDD",0,5.12,7.02,6.43,4.42,0,9.13,3.89
"tRF-31-D9W1X6L85J3KE",3.04,5.12,3.51,12.85,4.42,0,0,0
"tRF-31-DBNIB9I1KQSXB",3.04,10.25,3.51,0,8.83,13.37,4.57,0
"tRF-31-DBPJYO0Y3KQ9D",0,15.37,3.51,0,13.25,0,9.13,7.79
"tRF-31-DD1KYK37ZXK1B",0,66.62,3.51,32.14,53,62.39,73.08,77.85
"tRF-31-DE6PFRROWFUBD",0,0,0,0,8.83,0,0,0
"tRF-31-DFHFNBDWY2MJE",9.12,71.75,0,77.13,92.74,44.56,41.1,73.96
"tRF-31-DI2OOIQO4QPRD",0,5.12,3.51,12.85,0,0,0,0
"tRF-31-DPUSYDY6IO43E",0,0,0,0,0,0,4.57,0
"tRF-31-DWY2MJ8F81KLB",3.04,5.12,3.51,0,0,0,4.57,3.89
"tRF-31-DZ942IKBUBS1B",0,10.25,0,12.85,13.25,13.37,4.57,3.89
"tRF-31-E76INB8PLML3E",0,0,0,0,0,0,0,3.89
"tRF-31-E7ZPVOH30WUIE",0,0,0,0,0,0,0,3.89
"tRF-31-EH623K76IR3D0",9.12,5.12,0,0,0,4.46,4.57,3.89
"tRF-31-EH623K7SIR3D0",39.54,20.5,31.59,12.85,22.08,17.82,9.13,11.68
"tRF-31-EUB4ZPEK45H5D",12.17,15.37,7.02,12.85,30.91,22.28,18.27,15.57
"tRF-31-EWBMU00KRX67D",9.12,0,3.51,32.14,13.25,8.91,0,38.93
"tRF-31-EZ5P1OHE10NOB",0,0,0,6.43,0,0,0,0
"tRF-31-F0JI8B3VMKNRB",0,51.25,0,38.56,30.91,49.02,50.24,50.6
"tRF-31-F1R3WE8RO86JD",0,0,3.51,0,4.42,8.91,0,0
"tRF-31-F4P2PSSELQBDE",0,0,0,0,4.42,0,4.57,0
"tRF-31-F67UYK7IVI7OD",0,0,0,0,0,0,0,3.89
"tRF-31-F8YKIR9NY5KKD",0,0,3.51,6.43,4.42,0,0,0
"tRF-31-F9LKXNYQIUIVB",6.08,76.87,17.55,38.56,61.83,84.67,41.1,54.5
"tRF-31-FBQ622EVUIJVD",3.04,0,0,6.43,13.25,8.91,4.57,7.79
"tRF-31-FDXXE6XRK4WOD",3.04,717.49,14.04,739.16,711.03,530.29,525.23,665.62
"tRF-31-FJ33DSJOBZBDE",0,35.87,3.51,44.99,57.41,80.21,31.97,50.6
"tRF-31-FN5KYUSRYWRSD",0,0,3.51,0,0,0,0,0
"tRF-31-FN8DYDZDL9X1B",115.57,271.62,105.29,269.95,304.73,343.13,278.6,323.08
"tRF-31-FOU5XBINVDRID",3.04,15.37,7.02,19.28,35.33,8.91,9.13,15.57
"tRF-31-FP18LPMBQ4NKD",18.25,0,3.51,0,4.42,0,4.57,3.89
"tRF-31-FR83DNPEEXI9E",0,0,0,0,0,0,4.57,0
"tRF-31-FRROWFUBNOBZE",3.04,35.87,7.02,57.85,70.66,80.21,73.08,116.78
"tRF-31-FSXMSL73VL4YD",9.12,0,10.53,0,0,0,4.57,0
"tRF-31-FYYDU37Y93Y0E",0,5.12,0,0,0,0,0,0
"tRF-31-FZ93QO945NB2D",0,10.25,7.02,12.85,0,4.46,4.57,3.89
"tRF-31-H0PMF732Q86N0",0,0,0,0,0,4.46,0,0
"tRF-31-H2SBUL6JYBKRE",3.04,0,0,0,0,0,0,3.89
"tRF-31-H3RUSMKVNMEH0",0,0,0,0,0,4.46,0,0
"tRF-31-H4SXQ3V2Y7RZE",24.33,15.37,24.57,0,0,0,4.57,11.68
"tRF-31-H7RNLEKPM43RB",0,0,0,0,0,0,0,3.89
"tRF-31-H7V3LY7SIR690",0,0,3.51,0,0,0,0,0
"tRF-31-HFNBDWY2MJ8FE",6.08,20.5,0,12.85,17.67,53.47,31.97,58.39
"tRF-31-HJ83ML5F82NZB",0,5.12,0,0,0,0,0,0
"tRF-31-HMI8W47W1R7HB",18.25,71.75,31.59,51.42,44.16,26.74,18.27,27.25
"tRF-31-HPIWOMXF026ZB",3.04,0,0,0,0,4.46,0,3.89
"tRF-31-HQ9M739P8WQ0B",1061.4,399.75,1056.43,1189.08,128.07,298.56,205.52,225.77
"tRF-31-HVHBEXBIYFSPB",0,0,0,0,0,0,0,3.89
"tRF-31-HXDD1KYK37ZXD",6.08,0,0,0,4.42,4.46,0,0
"tRF-31-HY0DFKN5ORNQE",0,5.12,0,6.43,0,0,4.57,3.89
"tRF-31-HYD3MU7SF7250",0,0,0,6.43,0,0,0,0
"tRF-31-HZFZ93QO945NB",0,0,3.51,0,4.42,0,0,0
"tRF-31-I2UKJ6P9M0NK0",0,5.12,0,0,0,0,0,0
"tRF-31-I34JRX6N38Z9B",3.04,0,0,12.85,0,0,0,3.89
"tRF-31-I71NLI38NJW1B",0,5.12,0,0,0,0,0,0
"tRF-31-I7JKIKYUY9H3D",0,0,7.02,0,0,0,0,3.89
"tRF-31-I8W47W1R7HFEB",127.73,97.37,115.82,70.7,61.83,129.23,68.51,101.21
"tRF-31-I8WX6R2BIZRVB",0,0,0,6.43,0,4.46,0,0
"tRF-31-IK9NJ4S2I7L70",91.24,35.87,182.51,51.42,4.42,22.28,9.13,19.46
"tRF-31-IKE7UMKKSWRNE",0,0,0,0,0,4.46,0,0
"tRF-31-INVDRI2Q2RJOB",0,0,0,0,4.42,4.46,0,0
"tRF-31-IO5BKD09Z51UD",0,0,3.51,0,4.42,0,0,0
"tRF-31-ISQI45LSM1M3E",0,0,3.51,6.43,0,4.46,0,0
"tRF-31-IWOMXF026ZEDD",0,61.5,3.51,32.14,48.58,53.47,18.27,19.46
"tRF-31-IWRNL3KQNKW1B",0,5.12,0,0,0,0,0,0
"tRF-31-IZ6N4P64R959E",3.04,0,0,0,0,0,0,0
"tRF-31-J0DPZOIPD7VIE",12.17,35.87,10.53,12.85,30.91,17.82,45.67,23.36
"tRF-31-J0K8UMPLBIUBD",0,0,0,0,0,0,4.57,3.89
"tRF-31-J36RRNLIK8V80",3.04,0,7.02,0,0,0,4.57,0
"tRF-31-J4PXI2UKJ6P9D",0,0,3.51,0,0,0,0,0
"tRF-31-J65YXENDBP1IE",3.04,5.12,7.02,6.43,0,0,0,7.79
"tRF-31-J87383RPD9W1E",76.03,30.75,126.35,32.14,22.08,66.84,45.67,19.46
"tRF-31-J89O9NF5W8E70",0,0,14.04,0,0,0,0,0
"tRF-31-J89O9NF5W8EZ0",3.04,5.12,0,0,0,0,0,0
"tRF-31-J8WPMN1E8Y7ZD",54.74,5.12,84.23,6.43,4.42,4.46,22.84,11.68
"tRF-31-JE9UHY0DFKN50",0,20.5,0,0,8.83,0,0,3.89
"tRF-31-JJ6RRNLIK8980",82.11,20.5,66.68,19.28,13.25,17.82,31.97,27.25
"tRF-31-JKIWRNL3K5NK0",3.04,0,3.51,0,0,0,0,0
"tRF-31-JKIWRNL3KQNK0",3.04,0,0,0,0,0,0,0
"tRF-31-JKW4R951KHZKD",3.04,0,3.51,6.43,4.42,0,0,0
"tRF-31-JMRPFQ5DWXH9B",0,0,0,0,0,0,0,3.89
"tRF-31-JMRPFQRDWXH9B",3.04,0,0,0,0,0,0,0
"tRF-31-JN5VF3R3ZV1RE",0,0,3.51,0,0,13.37,0,11.68
"tRF-31-JN5XR4NPNNBXB",0,0,7.02,6.43,0,0,0,0
"tRF-31-JP9P9NH5SYNXD",6.08,0,0,0,0,0,4.57,0
"tRF-31-JPN1Y6FPZD3KE",0,0,0,0,4.42,0,0,0
"tRF-31-JQJYSWRYVMMV0",48.66,82,38.61,83.56,35.33,57.93,91.34,124.56
"tRF-31-JQR7F8YKIR9NE",33.45,20.5,63.18,19.28,17.67,4.46,13.7,3.89
"tRF-31-JVDE86YZQD3KE",3.04,5.12,3.51,0,0,0,0,0
"tRF-31-JYOZ4E8BRY93E",3.04,0,0,0,0,0,0,0
"tRF-31-JYSWRYVMMV5BE",854.6,420.25,1288.07,886.99,234.06,294.11,310.57,299.72
"tRF-31-JYSZ11KBDZ94D",3.04,0,0,0,0,0,0,0
"tRF-31-K3XN13QXQWUIB",3.04,0,0,0,0,0,0,0
"tRF-31-K47LI3VF4YO9E",0,0,3.51,0,0,0,0,0
"tRF-31-K5I34JRX6N38E",76.03,20.5,63.18,0,13.25,17.82,82.21,77.85
"tRF-31-K697BOJ8N981B",0,5.12,0,0,0,0,0,0
"tRF-31-K84J83ML5F92D",0,5.12,0,0,0,4.46,4.57,0
"tRF-31-K84J83ML5FX2D",0,5.12,0,0,17.67,4.46,9.13,19.46
"tRF-31-K8HJ83ML5F82D",12.17,5.12,0,0,0,8.91,0,7.79
"tRF-31-K8UMPLBIUBNXD",0,10.25,0,0,0,0,0,7.79
"tRF-31-KF9MVH7P59N3E",1216.51,297.25,1081,231.39,216.4,285.2,607.44,517.7
"tRF-31-KISBQONPJX0ZE",3.04,0,0,0,0,0,0,0
"tRF-31-KJZ8R3WE8Z3ZE",0,0,0,6.43,4.42,0,0,0
"tRF-31-KL7L73V6M7QZB",3.04,0,0,0,0,0,0,3.89
"tRF-31-KL9MVH7P59N3E",255.47,61.5,193.04,38.56,22.08,35.65,123.31,73.96
"tRF-31-KPQJ3KYU4RRW0",0,0,3.51,0,0,0,0,0
"tRF-31-KQI34JRX6N38E",12.17,5.12,45.63,12.85,4.42,8.91,4.57,11.68
"tRF-31-KUB4Z3V5393LD",0,0,0,0,4.42,4.46,0,0
"tRF-31-KY73436X6NMHD",0,0,3.51,0,0,4.46,0,0
"tRF-31-KY7343RX6NMHD",142.94,87.12,186.02,134.98,123.66,138.14,168.99,105.1
"tRF-31-KYQ343RX6NMHD",0,0,0,0,0,0,0,3.89
"tRF-31-L7S5QKF1R3WEE",6.08,0,3.51,0,0,0,0,0
"tRF-31-L85DMKYOYRLH0",6.08,0,14.04,12.85,8.83,17.82,0,3.89
"tRF-31-L85DMKYUYRLH0",203.77,56.37,196.55,77.13,70.66,196.07,86.78,93.42
"tRF-31-L8K87SIRMM12B",0,0,10.53,0,0,0,0,0
"tRF-31-LSM1M3WE8SSP0",0,0,3.51,0,0,4.46,0,3.89
"tRF-31-LSN3S3RQJVDEE",21.29,15.37,28.08,12.85,13.25,8.91,13.7,11.68
"tRF-31-LSXMSL73VL4YD",0,0,0,0,0,4.46,0,0
"tRF-31-LY7L73HQP0IRD",6.08,0,31.59,6.43,4.42,0,9.13,0
"tRF-31-M0IBB7Z92K01B",42.58,225.5,105.29,237.82,662.45,802.11,474.99,704.54
"tRF-31-M1M3WD8S746DD",0,0,14.04,0,0,4.46,9.13,0
"tRF-31-M1M3WE8SSP6DD",0,5.12,3.51,0,4.42,0,22.84,0
"tRF-31-M2OSRN2NKSEK0",12.17,0,21.06,0,4.42,0,18.27,0
"tRF-31-M2OSRNLNKSEK0",106.44,41,87.74,44.99,70.66,57.93,159.85,73.96
"tRF-31-MEF91SS2PMFIE",3.04,0,7.02,0,4.42,4.46,0,3.89
"tRF-31-MIF91SS2P46ID",212.89,71.75,301.84,38.56,17.67,57.93,18.27,35.03
"tRF-31-MIF91SS2P4F1D",3.04,5.12,0,0,0,0,0,0
"tRF-31-MIF91SS2P4FID",94.28,30.75,157.94,12.85,26.5,35.65,45.67,3.89
"tRF-31-MP9PMNH5IS36D",0,0,3.51,0,0,0,0,0
"tRF-31-MUWLV47PU9XWE",404.49,56.37,365.01,128.55,110.41,196.07,260.33,140.13
"tRF-31-MXSL735L8RPYE",33.45,15.37,73.7,38.56,0,4.46,9.13,7.79
"tRF-31-MXSL73VL8RPYE",3.04,0,0,6.43,0,0,0,0
"tRF-31-N3R7184KISQIE",24.33,15.37,24.57,6.43,4.42,13.37,22.84,11.68
"tRF-31-N3R718YKISQID",2940.91,922.49,2667.4,1150.52,671.28,748.64,1233.14,1152.18
"tRF-31-N7S3S3RX8HYVD",6.08,0,0,12.85,0,0,9.13,0
"tRF-31-NBDWY2MJ8F81D",3.04,20.5,3.51,38.56,17.67,26.74,0,7.79
"tRF-31-NBRRX3W036500",3.04,0,0,0,0,0,0,0
"tRF-31-NDBP1IUUK7VZB",0,0,0,0,0,0,0,3.89
"tRF-31-NJR718YKISQID",9.12,5.12,14.04,0,4.42,8.91,9.13,3.89
"tRF-31-NK5Y93W086W80",0,0,3.51,0,0,0,4.57,3.89
"tRF-31-NLD7B2JK7PP9E",3.04,0,0,6.43,8.83,0,4.57,0
"tRF-31-NX2VF0S7RNLJD",0,0,0,0,0,0,0,3.89
"tRF-31-NYH2SBUL6JYBD",0,5.12,0,0,0,0,0,0
"tRF-31-NYRVU4727OFIE",6.08,0,0,12.85,0,8.91,0,19.46
"tRF-31-NZ1QBLS17ONRB",0,0,0,0,0,0,4.57,0
"tRF-31-O045DBNIB9I1D",0,0,0,0,0,4.46,4.57,0
"tRF-31-OB1690PQR39IE",3.04,0,0,0,0,0,4.57,0
"tRF-31-OB9ZFH690M0RB",12.17,20.5,17.55,19.28,13.25,13.37,4.57,11.68
"tRF-31-OMXF026ZEDKZB",9.12,5.12,10.53,19.28,8.83,31.19,9.13,11.68
"tRF-31-OYUE4BOPRN11E",0,5.12,0,0,4.42,0,0,0
"tRF-31-P2PSSELQBDYBB",0,5.12,0,6.43,8.83,0,4.57,3.89
"tRF-31-P4R8YP9LON4VD",21416.62,12151.25,21156.67,14384.7,13721.5,15231.25,18328.13,15780.21
"tRF-31-P7JL1Y2LNOZ70",0,0,0,0,4.42,0,0,0
"tRF-31-PE0IOB9ZFH69B",9.12,15.37,7.02,19.28,22.08,13.37,4.57,23.36
"tRF-31-PER8YP9LON4VD",209.85,41,140.39,64.27,57.41,80.21,127.88,42.82
"tRF-31-PIR8YP9LON4VD",641.71,174.25,400.11,186.4,220.82,231.72,379.08,268.58
"tRF-31-PLQVNRDF7UK80",0,0,0,6.43,0,0,0,0
"tRF-31-PLR8YP9LONNVD",0,0,0,0,0,0,4.57,0
"tRF-31-PNR8YO9LON4VD",91.24,25.62,52.65,25.71,35.33,26.74,50.24,70.07
"tRF-31-PPZEVKXZFYYDE",0,0,0,0,4.42,4.46,9.13,3.89
"tRF-31-PQ5SVP9N15WV0",6.08,0,0,0,4.42,8.91,4.57,0
"tRF-31-PS5P4PW3FJHPB",39.54,56.37,126.35,44.99,53,62.39,36.54,38.93
"tRF-31-PSQP4PW3FJI0B",100.36,56.37,140.39,57.85,123.66,102.49,82.21,112.88
"tRF-31-PSQP4PW3FJIKB",3.04,0,7.02,0,0,4.46,4.57,0
"tRF-31-PSSELQBDYBEZB",0,0,0,0,13.25,0,0,0
